user_id,product_id,interaction_type,rating,timestamp
USER0453,PROD0376,view,,2025-05-04 18:53:32
USER0878,PROD0264,view,,2025-08-16 18:53:32
USER0662,PROD0167,view,,2025-02-13 18:53:32
USER0373,PROD0466,cart,5.0,2025-02-22 18:53:32
USER0858,PROD0395,view,,2026-01-04 18:53:32
USER0211,PROD0068,view,,2025-10-16 18:53:32
USER0623,PROD0200,view,,2025-03-13 18:53:32
USER0916,PROD0141,view,,2025-04-19 18:53:32
USER0618,PROD0041,cart,,2025-06-10 18:53:32
USER0477,PROD0236,view,4.0,2025-03-14 18:53:32
USER0053,PROD0220,purchase,4.0,2025-12-04 18:53:32
USER0036,PROD0386,cart,5.0,2025-07-31 18:53:32
USER0718,PROD0452,view,,2025-11-03 18:53:32
USER0299,PROD0244,view,,2025-10-22 18:53:32
USER0474,PROD0335,view,5.0,2025-01-25 18:53:32
USER0757,PROD0080,cart,4.0,2025-10-28 18:53:32
USER0687,PROD0115,view,,2025-03-23 18:53:32
USER0425,PROD0230,cart,,2025-03-07 18:53:32
USER0594,PROD0115,cart,,2025-09-04 18:53:32
USER0931,PROD0157,cart,3.0,2025-07-16 18:53:32
USER0158,PROD0480,view,4.0,2025-10-13 18:53:32
USER0653,PROD0405,cart,,2025-05-24 18:53:32
USER0237,PROD0135,purchase,,2025-07-17 18:53:32
USER0380,PROD0391,view,5.0,2025-10-13 18:53:32
USER0695,PROD0473,cart,,2025-07-16 18:53:32
USER0212,PROD0182,cart,,2025-05-11 18:53:32
USER0570,PROD0230,cart,,2025-09-17 18:53:32
USER0260,PROD0310,view,3.0,2025-10-17 18:53:32
USER0793,PROD0200,cart,,2025-11-29 18:53:32
USER0461,PROD0216,purchase,4.0,2025-05-16 18:53:32
USER0001,PROD0130,view,,2025-08-09 18:53:32
USER0327,PROD0410,view,,2025-07-28 18:53:32
USER0958,PROD0444,view,,2025-10-02 18:53:32
USER0251,PROD0290,cart,5.0,2025-10-17 18:53:32
USER0556,PROD0470,cart,,2025-11-19 18:53:32
USER0516,PROD0317,view,5.0,2026-01-02 18:53:32
USER0872,PROD0117,cart,3.0,2025-03-29 18:53:32
USER0602,PROD0314,view,,2025-06-07 18:53:32
USER0349,PROD0213,cart,,2025-09-16 18:53:32
USER0447,PROD0133,view,,2025-12-23 18:53:32
USER0081,PROD0263,cart,,2025-10-01 18:53:32
USER0091,PROD0386,cart,,2025-10-11 18:53:32
USER0969,PROD0462,view,,2025-09-13 18:53:32
USER0100,PROD0139,view,,2025-11-23 18:53:32
USER0028,PROD0330,view,4.0,2025-02-10 18:53:32
USER0149,PROD0450,view,,2025-05-28 18:53:32
USER0085,PROD0246,cart,4.0,2025-11-15 18:53:32
USER0314,PROD0086,view,,2025-02-25 18:53:32
USER0823,PROD0102,view,5.0,2025-01-15 18:53:32
USER0886,PROD0500,purchase,4.0,2025-10-20 18:53:32
USER0084,PROD0181,view,,2026-01-04 18:53:32
USER0875,PROD0275,view,,2025-08-20 18:53:32
USER0901,PROD0181,view,,2025-10-10 18:53:32
USER0663,PROD0051,cart,4.0,2025-08-19 18:53:32
USER0578,PROD0303,purchase,5.0,2025-10-09 18:53:32
USER0766,PROD0138,view,3.0,2025-10-31 18:53:32
USER0691,PROD0451,view,4.0,2025-11-12 18:53:32
USER0987,PROD0056,view,5.0,2025-07-10 18:53:32
USER0398,PROD0052,cart,4.0,2025-07-26 18:53:32
USER0096,PROD0210,purchase,5.0,2025-05-25 18:53:32
USER0676,PROD0090,purchase,3.0,2025-09-11 18:53:32
USER0784,PROD0268,view,,2025-08-29 18:53:32
USER0600,PROD0087,view,3.0,2025-09-16 18:53:32
USER0402,PROD0387,purchase,,2025-11-07 18:53:32
USER0275,PROD0457,view,,2025-07-02 18:53:32
USER0612,PROD0143,view,5.0,2025-01-15 18:53:32
USER0423,PROD0260,view,5.0,2025-10-27 18:53:32
USER0521,PROD0312,view,3.0,2025-03-04 18:53:32
USER0243,PROD0307,cart,5.0,2025-10-05 18:53:32
USER0642,PROD0316,view,5.0,2025-03-04 18:53:32
USER0966,PROD0132,view,,2025-08-16 18:53:32
USER0983,PROD0375,view,,2025-04-16 18:53:32
USER0761,PROD0119,cart,3.0,2025-11-03 18:53:32
USER0665,PROD0308,cart,,2025-12-01 18:53:32
USER0600,PROD0114,view,,2025-11-21 18:53:32
USER0743,PROD0116,view,,2025-03-05 18:53:32
USER0132,PROD0332,view,3.0,2025-12-10 18:53:32
USER0646,PROD0284,view,4.0,2025-05-30 18:53:32
USER0851,PROD0154,view,5.0,2025-06-24 18:53:32
USER0732,PROD0420,purchase,,2025-08-01 18:53:32
USER0690,PROD0045,view,,2025-03-19 18:53:32
USER0987,PROD0263,cart,3.0,2025-02-20 18:53:32
USER0389,PROD0205,cart,,2025-11-15 18:53:32
USER0016,PROD0246,cart,,2025-11-08 18:53:32
USER0628,PROD0017,view,,2025-10-16 18:53:32
USER0781,PROD0350,view,,2025-07-28 18:53:32
USER0882,PROD0171,cart,,2025-11-23 18:53:32
USER0613,PROD0089,view,,2025-03-28 18:53:32
USER0013,PROD0392,cart,,2025-09-11 18:53:32
USER0659,PROD0012,cart,,2025-04-05 18:53:32
USER0313,PROD0245,cart,,2025-09-23 18:53:32
USER0682,PROD0182,cart,,2025-08-17 18:53:32
USER0264,PROD0358,view,5.0,2025-08-25 18:53:32
USER0491,PROD0391,view,,2025-02-24 18:53:32
USER0678,PROD0492,cart,,2025-08-05 18:53:32
USER0482,PROD0473,cart,,2025-03-11 18:53:32
USER0157,PROD0373,view,3.0,2025-12-11 18:53:32
USER0853,PROD0377,view,4.0,2025-02-15 18:53:32
USER0592,PROD0498,view,,2025-08-22 18:53:32
USER0314,PROD0356,view,3.0,2025-10-13 18:53:32
USER0578,PROD0024,cart,,2025-08-03 18:53:32
USER0248,PROD0445,view,3.0,2025-03-26 18:53:32
USER0816,PROD0227,view,,2025-12-03 18:53:32
USER0843,PROD0054,view,5.0,2026-01-13 18:53:32
USER0267,PROD0475,view,,2025-06-19 18:53:32
USER0295,PROD0025,cart,5.0,2025-12-21 18:53:32
USER0767,PROD0012,view,3.0,2025-12-31 18:53:32
USER0548,PROD0295,cart,4.0,2025-01-25 18:53:32
USER0293,PROD0428,purchase,,2025-06-21 18:53:32
USER0736,PROD0419,purchase,,2025-03-05 18:53:32
USER0318,PROD0095,cart,,2025-02-18 18:53:32
USER0496,PROD0024,cart,,2025-03-23 18:53:32
USER0062,PROD0145,cart,,2025-06-14 18:53:32
USER0215,PROD0442,cart,3.0,2025-07-19 18:53:32
USER0416,PROD0187,view,,2025-08-20 18:53:32
USER0218,PROD0383,view,,2025-08-26 18:53:32
USER0067,PROD0318,view,3.0,2025-11-30 18:53:32
USER0841,PROD0287,cart,,2025-09-19 18:53:32
USER0699,PROD0013,view,,2025-04-05 18:53:32
USER0811,PROD0231,view,,2025-02-15 18:53:32
USER0045,PROD0316,cart,3.0,2026-01-03 18:53:32
USER0103,PROD0268,view,,2025-12-12 18:53:32
USER0600,PROD0014,cart,4.0,2025-02-17 18:53:32
USER0132,PROD0248,cart,3.0,2025-04-05 18:53:32
USER0777,PROD0131,view,4.0,2025-04-12 18:53:32
USER0467,PROD0080,cart,,2025-04-05 18:53:32
USER0745,PROD0473,view,,2025-05-06 18:53:32
USER0818,PROD0060,view,5.0,2025-07-13 18:53:32
USER0304,PROD0271,purchase,3.0,2025-10-04 18:53:32
USER0233,PROD0460,view,3.0,2025-11-23 18:53:32
USER0476,PROD0201,purchase,,2025-09-22 18:53:32
USER0103,PROD0355,cart,,2025-03-09 18:53:32
USER0030,PROD0156,view,5.0,2025-11-18 18:53:32
USER0710,PROD0419,cart,,2025-05-30 18:53:32
USER0448,PROD0424,cart,,2025-12-10 18:53:32
USER0508,PROD0234,cart,3.0,2025-12-13 18:53:32
USER0147,PROD0056,cart,,2025-08-05 18:53:32
USER0817,PROD0405,cart,,2025-08-05 18:53:32
USER0370,PROD0400,cart,4.0,2025-04-23 18:53:32
USER0948,PROD0155,purchase,,2025-06-07 18:53:32
USER0692,PROD0043,view,,2025-09-15 18:53:32
USER0938,PROD0134,view,,2025-11-19 18:53:32
USER0956,PROD0339,cart,,2025-01-18 18:53:32
USER0109,PROD0075,view,,2026-01-05 18:53:32
USER0196,PROD0481,purchase,,2025-10-18 18:53:32
USER0562,PROD0052,view,4.0,2025-10-04 18:53:32
USER0105,PROD0473,view,3.0,2025-08-12 18:53:32
USER0421,PROD0138,cart,,2025-10-03 18:53:32
USER0747,PROD0322,cart,5.0,2025-10-05 18:53:32
USER0511,PROD0256,view,4.0,2025-07-06 18:53:32
USER0234,PROD0336,purchase,,2025-07-14 18:53:32
USER0492,PROD0388,purchase,3.0,2025-08-07 18:53:32
USER0463,PROD0355,view,,2025-07-24 18:53:32
USER0587,PROD0130,cart,5.0,2025-04-02 18:53:32
USER0785,PROD0121,view,,2025-08-13 18:53:32
USER0401,PROD0193,view,,2025-10-19 18:53:32
USER0250,PROD0176,view,,2025-05-23 18:53:32
USER0938,PROD0198,view,5.0,2025-09-04 18:53:32
USER0099,PROD0260,cart,5.0,2025-10-19 18:53:32
USER0478,PROD0183,view,4.0,2025-04-14 18:53:32
USER0062,PROD0151,cart,5.0,2025-01-30 18:53:32
USER0083,PROD0212,view,,2025-05-21 18:53:32
USER0296,PROD0088,view,3.0,2025-10-09 18:53:32
USER0160,PROD0212,cart,3.0,2025-09-24 18:53:32
USER0420,PROD0264,view,4.0,2025-12-14 18:53:32
USER0936,PROD0026,view,,2025-07-30 18:53:32
USER0330,PROD0146,cart,,2025-01-26 18:53:32
USER0133,PROD0415,view,,2025-04-11 18:53:32
USER0402,PROD0474,purchase,3.0,2025-12-17 18:53:32
USER0738,PROD0184,view,3.0,2025-12-19 18:53:32
USER0777,PROD0481,cart,5.0,2025-04-08 18:53:32
USER0430,PROD0149,view,4.0,2025-05-10 18:53:32
USER0618,PROD0274,cart,3.0,2025-06-21 18:53:32
USER0401,PROD0159,view,5.0,2025-10-17 18:53:32
USER0618,PROD0396,purchase,3.0,2025-03-04 18:53:32
USER0847,PROD0320,view,,2025-03-05 18:53:32
USER0406,PROD0139,cart,,2026-01-03 18:53:32
USER0522,PROD0079,view,5.0,2025-07-14 18:53:32
USER0139,PROD0072,cart,,2025-02-28 18:53:32
USER0361,PROD0176,purchase,3.0,2025-05-18 18:53:32
USER0589,PROD0408,view,,2025-06-01 18:53:32
USER0448,PROD0441,purchase,,2025-07-28 18:53:32
USER0981,PROD0197,view,,2025-03-24 18:53:32
USER0045,PROD0172,cart,,2025-05-04 18:53:32
USER0632,PROD0488,purchase,5.0,2025-09-20 18:53:32
USER0919,PROD0089,cart,,2025-05-04 18:53:32
USER0451,PROD0383,view,,2025-12-21 18:53:32
USER0359,PROD0011,view,,2025-05-02 18:53:32
USER0656,PROD0470,view,,2025-02-11 18:53:32
USER0580,PROD0299,view,,2025-03-21 18:53:32
USER0321,PROD0202,cart,,2025-02-23 18:53:32
USER0855,PROD0481,view,,2026-01-10 18:53:32
USER0711,PROD0370,cart,,2025-04-11 18:53:32
USER0045,PROD0475,purchase,5.0,2025-03-23 18:53:32
USER0728,PROD0250,view,,2025-11-11 18:53:32
USER0136,PROD0331,view,3.0,2025-07-01 18:53:32
USER0081,PROD0036,view,4.0,2025-04-06 18:53:32
USER0434,PROD0363,cart,,2025-07-14 18:53:32
USER0232,PROD0097,purchase,,2025-12-05 18:53:32
USER0117,PROD0089,cart,,2025-11-19 18:53:32
USER0638,PROD0246,view,3.0,2025-08-25 18:53:32
USER0643,PROD0308,purchase,,2025-01-15 18:53:32
USER0536,PROD0438,cart,3.0,2025-06-04 18:53:32
USER0155,PROD0065,cart,3.0,2025-09-25 18:53:32
USER0424,PROD0186,cart,5.0,2026-01-12 18:53:32
USER0580,PROD0357,view,4.0,2025-11-05 18:53:32
USER0531,PROD0479,view,,2025-06-12 18:53:32
USER0610,PROD0063,view,5.0,2025-09-29 18:53:32
USER0117,PROD0133,view,,2025-07-29 18:53:32
USER0186,PROD0043,view,5.0,2026-01-04 18:53:32
USER0733,PROD0258,view,3.0,2025-04-15 18:53:32
USER0630,PROD0167,cart,4.0,2025-10-30 18:53:32
USER0002,PROD0162,purchase,,2025-11-07 18:53:32
USER0692,PROD0082,purchase,,2025-04-18 18:53:32
USER0029,PROD0234,purchase,,2025-12-30 18:53:32
USER0107,PROD0154,view,4.0,2025-10-13 18:53:32
USER0235,PROD0212,view,3.0,2025-07-31 18:53:32
USER0261,PROD0377,view,,2025-10-30 18:53:32
USER0413,PROD0210,purchase,3.0,2025-10-04 18:53:32
USER0568,PROD0124,cart,,2025-03-14 18:53:32
USER0064,PROD0205,purchase,,2025-05-24 18:53:32
USER0307,PROD0166,cart,3.0,2025-07-05 18:53:32
USER0813,PROD0288,cart,,2025-12-04 18:53:32
USER0305,PROD0143,view,,2025-12-30 18:53:32
USER0808,PROD0310,view,5.0,2025-07-09 18:53:32
USER0157,PROD0106,cart,,2025-07-20 18:53:32
USER0920,PROD0093,view,3.0,2025-03-23 18:53:32
USER0715,PROD0128,purchase,3.0,2025-09-16 18:53:32
USER0893,PROD0384,view,5.0,2025-09-04 18:53:32
USER0334,PROD0193,purchase,,2025-02-20 18:53:32
USER0123,PROD0401,purchase,4.0,2025-09-06 18:53:32
USER0391,PROD0452,cart,,2025-09-04 18:53:32
USER0543,PROD0370,view,4.0,2025-11-27 18:53:32
USER0160,PROD0253,view,,2025-04-22 18:53:32
USER0434,PROD0378,purchase,,2025-03-14 18:53:32
USER0786,PROD0227,view,5.0,2025-10-24 18:53:32
USER0745,PROD0454,purchase,5.0,2025-02-04 18:53:32
USER0456,PROD0254,view,5.0,2025-01-24 18:53:32
USER0457,PROD0255,purchase,5.0,2025-09-26 18:53:32
USER0090,PROD0229,view,,2025-10-02 18:53:32
USER0662,PROD0407,view,4.0,2025-07-11 18:53:32
USER0630,PROD0486,view,,2025-11-08 18:53:32
USER0181,PROD0461,cart,4.0,2025-06-23 18:53:32
USER0762,PROD0207,cart,,2025-10-24 18:53:32
USER0185,PROD0129,view,,2025-07-21 18:53:32
USER0124,PROD0470,cart,,2025-09-03 18:53:32
USER0303,PROD0083,purchase,,2025-04-02 18:53:32
USER0154,PROD0093,purchase,3.0,2025-03-16 18:53:32
USER0536,PROD0448,cart,,2025-05-02 18:53:32
USER0454,PROD0164,view,,2025-12-05 18:53:32
USER0639,PROD0319,cart,,2025-08-13 18:53:32
USER0373,PROD0307,view,3.0,2025-01-17 18:53:32
USER0081,PROD0165,view,,2025-03-28 18:53:32
USER0673,PROD0108,cart,,2025-09-04 18:53:32
USER0793,PROD0086,view,4.0,2025-12-16 18:53:32
USER0596,PROD0154,purchase,5.0,2025-12-28 18:53:32
USER0036,PROD0108,view,,2025-08-01 18:53:32
USER0904,PROD0329,cart,,2025-01-20 18:53:32
USER0550,PROD0364,cart,,2025-04-09 18:53:32
USER0224,PROD0204,view,,2025-05-06 18:53:32
USER0330,PROD0447,purchase,,2025-05-12 18:53:32
USER0857,PROD0402,view,3.0,2025-08-11 18:53:32
USER0440,PROD0205,view,,2025-07-16 18:53:32
USER0589,PROD0414,view,,2025-03-27 18:53:32
USER0734,PROD0170,cart,,2025-04-20 18:53:32
USER0576,PROD0014,view,3.0,2025-12-26 18:53:32
USER0891,PROD0287,cart,,2025-09-30 18:53:32
USER0305,PROD0085,cart,4.0,2025-03-20 18:53:32
USER0997,PROD0027,cart,,2025-08-05 18:53:32
USER0155,PROD0499,view,4.0,2025-09-25 18:53:32
USER0503,PROD0368,cart,4.0,2025-03-10 18:53:32
USER0693,PROD0238,view,4.0,2025-07-17 18:53:32
USER0083,PROD0010,purchase,5.0,2025-08-21 18:53:32
USER0211,PROD0370,purchase,,2025-02-17 18:53:32
USER0881,PROD0500,view,4.0,2025-03-01 18:53:32
USER0315,PROD0150,view,,2025-03-26 18:53:32
USER0168,PROD0232,cart,,2025-01-31 18:53:32
USER0307,PROD0372,view,,2025-04-16 18:53:32
USER0589,PROD0087,cart,,2025-12-25 18:53:32
USER0538,PROD0401,view,5.0,2025-04-24 18:53:32
USER0009,PROD0102,view,4.0,2025-04-24 18:53:32
USER0835,PROD0393,view,,2025-02-11 18:53:32
USER0971,PROD0263,view,5.0,2025-11-26 18:53:32
USER0879,PROD0048,cart,5.0,2025-09-15 18:53:32
USER0306,PROD0303,view,4.0,2025-05-01 18:53:32
USER0790,PROD0149,view,4.0,2025-09-11 18:53:32
USER0458,PROD0394,view,3.0,2025-06-23 18:53:32
USER0850,PROD0425,purchase,5.0,2025-09-30 18:53:32
USER0014,PROD0340,view,,2025-11-08 18:53:32
USER0334,PROD0006,view,4.0,2025-12-03 18:53:32
USER0384,PROD0316,view,,2025-06-06 18:53:32
USER0851,PROD0178,view,4.0,2025-11-27 18:53:32
USER0619,PROD0077,purchase,5.0,2025-06-29 18:53:32
USER0453,PROD0111,view,3.0,2025-10-16 18:53:32
USER0196,PROD0010,view,5.0,2025-10-16 18:53:32
USER0044,PROD0202,view,5.0,2025-06-04 18:53:32
USER0885,PROD0001,view,,2025-07-22 18:53:32
USER0249,PROD0027,cart,,2025-04-22 18:53:32
USER0878,PROD0409,cart,,2025-04-22 18:53:32
USER0360,PROD0079,cart,,2026-01-09 18:53:32
USER0594,PROD0248,view,3.0,2025-11-27 18:53:32
USER0489,PROD0425,cart,,2025-03-04 18:53:32
USER0375,PROD0413,view,4.0,2025-07-13 18:53:32
USER0343,PROD0159,cart,4.0,2025-06-22 18:53:32
USER0261,PROD0402,cart,5.0,2025-05-29 18:53:32
USER0469,PROD0097,view,,2025-04-17 18:53:32
USER0553,PROD0168,purchase,4.0,2025-06-01 18:53:32
USER0609,PROD0349,view,,2025-02-03 18:53:32
USER0875,PROD0496,cart,,2025-04-17 18:53:32
USER0545,PROD0461,cart,,2025-04-11 18:53:32
USER0448,PROD0261,cart,,2025-02-19 18:53:32
USER0237,PROD0329,view,,2025-04-11 18:53:32
USER0445,PROD0388,view,4.0,2025-07-19 18:53:32
USER0460,PROD0284,view,5.0,2025-06-25 18:53:32
USER0010,PROD0121,view,,2025-09-06 18:53:32
USER0762,PROD0282,cart,4.0,2025-02-02 18:53:32
USER0698,PROD0411,cart,3.0,2025-05-23 18:53:32
USER0895,PROD0146,view,4.0,2026-01-08 18:53:32
USER0844,PROD0375,cart,5.0,2025-03-10 18:53:32
USER0486,PROD0152,view,,2026-01-05 18:53:32
USER0590,PROD0346,view,,2025-12-07 18:53:32
USER0456,PROD0293,cart,5.0,2025-07-09 18:53:32
USER0673,PROD0423,purchase,,2025-11-07 18:53:32
USER0504,PROD0129,view,4.0,2025-02-16 18:53:32
USER0541,PROD0050,view,4.0,2025-08-01 18:53:32
USER0282,PROD0380,view,,2025-07-04 18:53:32
USER0182,PROD0485,view,3.0,2025-03-18 18:53:32
USER0105,PROD0466,view,,2025-01-25 18:53:32
USER0858,PROD0452,view,,2025-02-05 18:53:32
USER0108,PROD0481,view,,2025-05-11 18:53:32
USER0252,PROD0432,view,,2025-11-16 18:53:32
USER0118,PROD0379,view,4.0,2025-09-13 18:53:32
USER0722,PROD0062,view,,2025-02-10 18:53:32
USER0317,PROD0089,view,5.0,2025-12-11 18:53:32
USER0986,PROD0131,view,4.0,2025-03-08 18:53:32
USER0692,PROD0310,view,,2025-02-01 18:53:32
USER0220,PROD0213,cart,,2025-02-13 18:53:32
USER0553,PROD0243,purchase,,2025-10-12 18:53:32
USER0518,PROD0425,view,,2025-08-08 18:53:32
USER0853,PROD0431,cart,3.0,2025-10-21 18:53:32
USER0366,PROD0087,view,,2025-10-20 18:53:32
USER0728,PROD0147,cart,3.0,2025-03-07 18:53:32
USER0302,PROD0361,view,,2025-08-27 18:53:32
USER0475,PROD0305,purchase,5.0,2025-12-22 18:53:32
USER0150,PROD0009,cart,4.0,2025-11-02 18:53:32
USER0637,PROD0053,purchase,5.0,2025-11-24 18:53:32
USER0096,PROD0005,view,,2025-08-11 18:53:32
USER0768,PROD0404,cart,5.0,2025-02-16 18:53:32
USER0041,PROD0124,purchase,5.0,2025-03-03 18:53:32
USER0731,PROD0325,view,,2025-02-03 18:53:32
USER0807,PROD0166,cart,5.0,2025-04-24 18:53:32
USER0471,PROD0236,cart,,2025-10-29 18:53:32
USER0394,PROD0212,view,4.0,2025-09-16 18:53:32
USER0568,PROD0192,purchase,5.0,2025-09-19 18:53:32
USER0370,PROD0432,view,,2025-02-14 18:53:32
USER0780,PROD0244,view,,2025-07-10 18:53:32
USER0903,PROD0244,view,4.0,2025-09-01 18:53:32
USER0223,PROD0373,cart,5.0,2025-04-09 18:53:32
USER0309,PROD0214,cart,5.0,2025-02-03 18:53:32
USER0099,PROD0323,cart,,2025-12-13 18:53:32
USER0836,PROD0178,purchase,4.0,2025-05-28 18:53:32
